20051	11434
11541	7764
11545	10191
5988	12333
19399	7999
19398	7997
5982	1886
5983	10054
5980	1881
5981	1884
5986	1888
5987	1889
5985	1887
22265	9122
25062	9837
43876	12486
6796	2377
6797	2378
6794	2376
6795	9342
6792	2374
6793	2375
6790	7062
6791	2373
27379	10348
6798	2478
6799	2379
28561	12441
25283	10567
270	122
271	123
272	124
273	125
274	126
275	127
276	128
277	129
278	130
279	131
16259	7143
16258	7414
10614	9840
22484	9229
22487	9230
12019	4659
12018	4657
22482	9223
12015	6187
12014	8869
12017	4656
12016	4655
12011	8754
12010	5483
12013	4652
12012	10555
17258	9951
17259	11446
17251	12367
17252	10140
17253	9356
17254	11908
17255	11947
17256	12270
17257	9434
10709	4538
10708	4948
9528	3682
9529	5038
9258	6191
9259	6769
10703	8068
9525	3674
9254	3396
9527	3679
9252	3392
9253	3395
9250	3390
9251	3391
24882	9770
24881	10186
24880	10177
24887	9774
21618	8951
24885	9772
21615	11180
21611	11435
21613	10094
40454	12248
1212	6217
19397	11699
19396	12062
19395	7996
19394	7993
19393	7990
19392	11070
3518	3626
3513	1114
3512	1235
3510	4019
3517	2399
3516	6543
3515	1115
2685	7040
2681	5226
2682	5245
99	393
98	1972
91	39
90	38
93	41
92	40
95	822
94	42
97	1283
96	924
30413	12247
13058	5204
10042	12090
13053	6430
13050	8913
13057	5203
13055	7628
18701	7737
18700	7733
12252	10841
17825	12337
17823	7247
20259	8438
8243	7359
20252	8433
21731	11199
20254	8435
29768	11600
29764	11351
29813	12358
1177	3041
1176	2453
1175	1048
1174	7620
1173	5219
1172	1851
1170	2357
23055	10587
1179	382
1178	3040
21980	9141
27617	10538
27616	11926
27611	11643
27610	10973
7189	4073
1986	9591
6915	11732
877	1344
7180	9448
7181	7089
7182	9736
7183	4904
7184	7745
3432	1082
18328	7549
7187	2801
1227	4270
875	1182
17754	12330
622	4031
621	2598
12831	8942
620	7173
8549	5253
12836	5059
12834	6961
8545	9256
627	1228
15287	6104
15286	6100
8541	3294
8540	5882
8011	7217
626	4274
7456	4069
7457	3081
7454	2725
7455	9797
1221	1260
7450	10166
2740	5132
624	6244
4590	5870
7458	2730
7459	4964
4591	1503
2745	4820
2744	7949
628	10309
2031	1288
2746	5516
10884	5191
10886	5936
13600	8468
10881	5506
10882	4887
2748	1822
22677	11871
22672	10614
10889	4890
12877	12184
4847	8326
2318	3095
26568	11921
6537	6206
4735	4894
6534	9089
26561	10168
15556	11098
4842	6360
6532	6637
24702	9687
6533	2929
4739	1370
6530	5768
22129	11105
15552	6273
393	195
392	194
391	193
390	192
397	199
396	198
395	197
394	196
399	201
398	200
2334	3397
2308	2884
5455	9401
4728	3855
4725	1357
4724	1356
4727	3360
4726	8156
4723	6737
4722	1351
11289	10265
5846	1759
5844	1754
16060	6447
5842	1753
5841	1750
5840	1749
16068	6452
16069	6453
5849	1763
17621	7813
17620	7809
17627	8202
3749	1723
3746	2344
3747	4057
3744	7166
3745	9935
3742	2183
3743	1495
3740	2236
3741	11490
4620	1303
4621	4194
27300	10742
13532	5328
13535	10218
4625	5026
4626	10816
4628	6196
13538	5330
11753	4462
11751	4461
11998	10059
19500	11463
19560	11754
14534	10835
19562	12502
16391	7336
16397	6667
